#INH Enhancers
#Created from output/INH_5KB_STITCHED_REGION_MAP.txt
#Ranked by INH.H3K27ac.sorted.bam
#Using cutoff of 15595.8 for Super-Enhancers
#Created on Aug 19 2022 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	INH.H3K27ac.sorted.bam	enhancerRank	isSuper
1_peak_151601_lociStitched	chr8	40572400	40575600	1	3201	5483.2	5823	0
7_peak_155889_lociStitched	chr8	107395800	107403800	7	6407	5482.4	5824	0
7_peak_85835_lociStitched	chr1	193692400	193705800	7	6007	5480.6	5825	0
9_peak_23100_lociStitched	chr12	76534600	76549400	9	5609	5480.44	5826	0
4_peak_128965_lociStitched	chr5	122323400	122327200	4	3804	5478.08	5827	0
3_peak_70392_lociStitched	chr19	17191000	17196600	3	5603	5477.36	5828	0
4_peak_40939_lociStitched	chr14	122952000	122959600	4	3804	5477.32	5829	0
9_peak_2470_lociStitched	chr10	39658000	39666600	9	5609	5474.76	5830	0
7_peak_79273_lociStitched	chr1	92638200	92652400	7	5007	5474.1	5831	0
3_peak_129683_lociStitched	chr5	127544800	127549600	3	4803	5472.48	5832	0
4_peak_146926_lociStitched	chr7	109748600	109755000	4	4404	5471.36	5833	0
7_peak_166503_lociStitched	chr9	107270800	107279400	7	4807	5471.32	5834	0
4_peak_166071_lociStitched	chr9	103067000	103073400	4	6404	5470.72	5835	0
9_peak_8155_lociStitched	chr10	106679200	106691000	9	7809	5470.48	5836	0
7_peak_102847_lociStitched	chr3	58808400	58814600	7	4407	5467.78	5837	0
4_peak_123639_lociStitched	chr5	35551200	35559400	4	3204	5464.48	5838	0
6_peak_64142_lociStitched	chr18	30958800	30965400	6	3206	5464.14	5839	0
7_peak_71830_lociStitched	chr19	40405800	40417600	7	5007	5463.4	5840	0
5_peak_64611_lociStitched	chr18	34864200	34868600	5	4405	5463.04	5841	0
6_peak_50855_lociStitched	chr16	21878400	21883400	6	5006	5462.5	5842	0
5_peak_43227_lociStitched	chr15	39371200	39377600	5	3605	5462.4	5843	0
7_peak_70937_lociStitched	chr19	23919400	23926400	7	5207	5462.1	5844	0
5_peak_101807_lociStitched	chr3	37722600	37726800	5	3405	5460.42	5845	0
2_peak_8927_lociStitched	chr10	115095800	115101200	2	3802	5458.32	5846	0
6_peak_36579_lociStitched	chr14	39172200	39179800	6	4206	5458.32	5847	0
7_peak_145491_lociStitched	chr7	89315000	89328000	7	11607	5456.1	5848	0
6_peak_35472_lociStitched	chr14	24860600	24878000	6	6806	5454.9	5849	0
3_peak_75670_lociStitched	chr1	39514200	39517600	3	3403	5454.62	5850	0
9_peak_139048_lociStitched	chr6	114928600	114938800	9	5209	5451.9	5851	0
8_peak_103159_lociStitched	chr3	65279800	65289600	8	4808	5451.74	5852	0
5_peak_77770_lociStitched	chr1	72963600	72969400	5	4205	5451.42	5853	0
6_peak_144738_lociStitched	chr7	78278600	78288200	6	5806	5450.88	5854	0
7_peak_15365_lociStitched	chr11	79643600	79652000	7	8407	5448.24	5855	0
10_peak_22936_lociStitched	chr12	75473000	75484800	10	9210	5448.06	5856	0
5_peak_109563_lociStitched	chr4	9073200	9082400	5	4405	5447.32	5857	0
8_peak_11413_lociStitched	chr11	31729800	31739600	8	5808	5446.84	5858	0
7_peak_14875_lociStitched	chr11	75833200	75844000	7	6007	5446.44	5859	0
5_peak_153428_lociStitched	chr8	78504000	78515200	5	3005	5445.44	5860	0
7_peak_143109_lociStitched	chr7	46585400	46592600	7	3807	5445.36	5861	0
8_peak_118169_lociStitched	chr4	134813400	134824200	8	5808	5443.2	5862	0
5_peak_70945_lociStitched	chr19	23941800	23948800	5	3405	5442.5	5863	0
12_peak_42869_lociStitched	chr15	36739600	36747400	12	6612	5442.06	5864	0
12_peak_101554_lociStitched	chr3	31096000	31111000	12	14012	5442	5865	0
7_peak_156321_lociStitched	chr8	111871600	111882000	7	3807	5441.28	5866	0
8_peak_83748_lociStitched	chr1	170488800	170507200	8	7408	5440.88	5867	0
9_peak_93392_lociStitched	chr2	94428400	94436800	9	8409	5440.68	5868	0
7_peak_69876_lociStitched	chr19	7083000	7094000	7	7207	5439.5	5869	0
3_peak_69428_lociStitched	chr19	4446600	4456400	3	4403	5438.02	5870	0
6_peak_36770_lociStitched	chr14	47274000	47283800	6	4006	5437.04	5871	0
5_peak_78018_lociStitched	chr1	75545000	75550200	5	2205	5436.6	5872	0
5_peak_145548_lociStitched	chr7	89916200	89925800	5	5205	5435.52	5873	0
10_peak_111333_lociStitched	chr4	44592800	44602800	10	7810	5434	5874	0
4_peak_148816_lociStitched	chr7	133313000	133318600	4	4804	5433.68	5875	0
7_peak_163285_lociStitched	chr9	62960000	62979200	7	4807	5433.6	5876	0
4_peak_153918_lociStitched	chr8	83693800	83700200	4	4204	5432.96	5877	0
6_peak_7764_lociStitched	chr10	98332000	98335800	6	3806	5432.48	5878	0
8_peak_27287_lociStitched	chr13	9494000	9508600	8	6608	5431.2	5879	0
8_peak_81121_lociStitched	chr1	134059600	134067200	8	4408	5430.2	5880	0
4_peak_92220_lociStitched	chr2	78329800	78334000	4	4204	5430.18	5881	0
3_peak_73003_lociStitched	chr19	57028800	57037400	3	3603	5430.04	5882	0
10_peak_121205_lociStitched	chr5	9338800	9347400	10	5810	5429.18	5883	0
4_peak_56903_lociStitched	chr17	12260800	12269600	4	5604	5428.72	5884	0
6_peak_110060_lociStitched	chr4	15229400	15236400	6	3806	5428.5	5885	0
2_peak_51808_lociStitched	chr16	31864000	31869200	2	5202	5427.76	5886	0
8_peak_138767_lociStitched	chr6	113178600	113193600	8	9408	5427	5887	0
3_peak_94522_lociStitched	chr2	112238200	112242600	3	2003	5426.52	5888	0
12_peak_124264_lociStitched	chr5	43350600	43360800	12	6412	5426.4	5889	0
10_peak_117685_lociStitched	chr4	131992600	131998400	10	5010	5424.16	5890	0
5_peak_124290_lociStitched	chr5	43771000	43781400	5	9605	5423.6	5891	0
10_peak_21965_lociStitched	chr12	51817400	51828200	10	8610	5422.68	5892	0
3_peak_78235_lociStitched	chr1	80359400	80364600	3	4403	5422.56	5893	0
6_peak_52627_lociStitched	chr16	40058600	40067400	6	4406	5422.56	5894	0
5_peak_62931_lociStitched	chr18	13371600	13375600	5	3805	5420	5895	0
4_peak_167004_lociStitched	chr9	112070400	112078400	4	7604	5420	5896	0
6_peak_122759_lociStitched	chr5	27515600	27527400	6	5006	5418.56	5897	0
6_peak_126306_lociStitched	chr5	91955000	91964200	6	4406	5416.96	5898	0
5_peak_107809_lociStitched	chr3	137057000	137063000	5	2605	5416.8	5899	0
7_peak_108559_lociStitched	chr3	152143600	152152400	7	6207	5413.76	5900	0
12_peak_30271_lociStitched	chr13	51912200	51922000	12	6612	5413.52	5901	0
5_peak_52283_lociStitched	chr16	35761200	35772400	5	3605	5411.84	5902	0
5_peak_80250_lociStitched	chr1	125418200	125434600	5	14005	5410.36	5903	0
6_peak_74749_lociStitched	chr1	30944800	30951000	6	4006	5410.12	5904	0
9_peak_70262_lociStitched	chr19	16134600	16143600	9	9009	5409.9	5905	0
8_peak_13114_lociStitched	chr11	55377800	55386600	8	4008	5409.36	5906	0
8_peak_90295_lociStitched	chr2	55500600	55510600	8	6808	5409	5907	0
11_peak_52447_lociStitched	chr16	37526400	37538800	11	6411	5408.88	5908	0
9_peak_111856_lociStitched	chr4	49585800	49596200	9	7409	5408	5909	0
4_peak_35500_lociStitched	chr14	25024000	25031400	4	5004	5405.7	5910	0
13_peak_25940_lociStitched	chr12	102950600	102971200	13	10213	5405.44	5911	0
4_peak_159314_lociStitched	chr9	21461000	21465400	4	4404	5404.52	5912	0
9_peak_134994_lociStitched	chr6	53004000	53011800	9	4809	5401.5	5913	0
4_peak_44638_lociStitched	chr15	58889800	58904000	4	9604	5400.26	5914	0
15_peak_77096_lociStitched	chr1	63164400	63183000	15	7815	5392.14	5915	0
6_peak_14549_lociStitched	chr11	73192000	73197800	6	5806	5391.68	5916	0
5_peak_117586_lociStitched	chr4	131187400	131193800	5	4405	5390.72	5917	0
2_peak_52973_lociStitched	chr16	43079200	43083000	2	3802	5390.68	5918	0
6_peak_65205_lociStitched	chr18	38282000	38287800	6	4806	5389.36	5919	0
11_peak_47174_lociStitched	chr15	86250400	86269000	11	7411	5388.42	5920	0
12_peak_98278_lociStitched	chr2	156662600	156679200	12	7012	5388.36	5921	0
7_peak_116800_lociStitched	chr4	123564000	123578000	7	6807	5384.4	5922	0
10_peak_84116_lociStitched	chr1	175384000	175395000	10	8410	5383.4	5923	0
8_peak_140773_lociStitched	chr6	136609600	136617200	8	6608	5382.32	5924	0
5_peak_40095_lociStitched	chr14	105889000	105894200	5	5205	5382	5925	0
2_peak_113061_lociStitched	chr4	67672400	67678000	2	4202	5381.6	5926	0
11_peak_35726_lociStitched	chr14	26487400	26500200	11	7411	5379.84	5927	0
5_peak_83128_lociStitched	chr1	164247400	164252400	5	4405	5379.5	5928	0
8_peak_64446_lociStitched	chr18	33423600	33428600	8	5008	5378.5	5929	0
5_peak_63847_lociStitched	chr18	25165600	25173800	5	5005	5378.38	5930	0
11_peak_142603_lociStitched	chr7	36702400	36718200	11	7611	5378.32	5931	0
8_peak_142451_lociStitched	chr7	30197800	30205800	8	3208	5374.4	5932	0
7_peak_3478_lociStitched	chr10	53500800	53509600	7	3007	5374.16	5933	0
5_peak_51765_lociStitched	chr16	31719400	31726000	5	6205	5371.08	5934	0
7_peak_47701_lociStitched	chr15	91179000	91188800	7	4807	5369.42	5935	0
5_peak_144043_lociStitched	chr7	64724200	64730400	5	5805	5367.34	5936	0
14_peak_145277_lociStitched	chr7	83682400	83689600	14	7214	5366.88	5937	0
8_peak_116250_lociStitched	chr4	118072000	118089600	8	6008	5366.24	5938	0
6_peak_28492_lociStitched	chr13	33932400	33939200	6	2606	5365.88	5939	0
2_peak_50445_lociStitched	chr16	17669200	17672600	2	3402	5363.5	5940	0
6_peak_76694_lociStitched	chr1	58390800	58400200	6	4406	5360.82	5941	0
5_peak_89392_lociStitched	chr2	41469600	41474200	5	4605	5360.38	5942	0
7_peak_25427_lociStitched	chr12	99510600	99520000	7	5807	5359.88	5943	0
4_peak_83993_lociStitched	chr1	173388400	173391400	4	2004	5359.5	5944	0
12_peak_92900_lociStitched	chr2	91898800	91906200	12	5812	5359.08	5945	0
6_peak_867_lociStitched	chr10	10964200	10973400	6	4406	5359	5946	0
6_peak_55849_lociStitched	chr16	97667400	97675200	6	6806	5357.82	5947	0
9_peak_126629_lociStitched	chr5	101766800	101781600	9	6609	5357.6	5948	0
11_peak_69768_lociStitched	chr19	6474000	6483600	11	5211	5355.84	5949	0
9_peak_155164_lociStitched	chr8	95425600	95434000	9	8409	5355	5950	0
4_peak_78015_lociStitched	chr1	75504200	75509600	4	2204	5354.64	5951	0
6_peak_126520_lociStitched	chr5	97297800	97303600	6	5206	5352.82	5952	0
2_peak_159266_lociStitched	chr9	21243400	21248600	2	802	5352.36	5953	0
5_peak_5405_lociStitched	chr10	75915600	75923800	5	6405	5352.14	5954	0
5_peak_124158_lociStitched	chr5	41907400	41911800	5	4405	5351.28	5955	0
9_peak_87598_lociStitched	chr2	26629600	26639400	9	7209	5349.82	5956	0
3_peak_134095_lociStitched	chr6	39317600	39321200	3	3603	5348.88	5957	0
7_peak_101676_lociStitched	chr3	32735200	32751000	7	11007	5348.3	5958	0
7_peak_164918_lociStitched	chr9	84178000	84184400	7	4407	5345.28	5959	0
8_peak_64353_lociStitched	chr18	33036400	33043400	8	4808	5344.5	5960	0
5_peak_57411_lociStitched	chr17	25107600	25114200	5	4805	5344.02	5961	0
4_peak_151009_lociStitched	chr8	31148600	31153400	4	3204	5343.36	5962	0
6_peak_156046_lociStitched	chr8	110534800	110539400	6	4606	5342.44	5963	0
6_peak_166570_lociStitched	chr9	107500600	107514800	6	6406	5342.04	5964	0
8_peak_166591_lociStitched	chr9	107588800	107602600	8	4008	5341.98	5965	0
8_peak_22542_lociStitched	chr12	71050600	71058800	8	7408	5339.84	5966	0
5_peak_121445_lociStitched	chr5	16056000	16064400	5	5405	5339.04	5967	0
5_peak_118003_lociStitched	chr4	133891600	133898800	5	4005	5338.8	5968	0
12_peak_160803_lociStitched	chr9	40420800	40431800	12	6012	5337.2	5969	0
6_peak_103573_lociStitched	chr3	73051200	73056200	6	4406	5335.5	5970	0
3_peak_141609_lociStitched	chr7	4689600	4694600	3	1003	5335.5	5971	0
7_peak_136713_lociStitched	chr6	83916600	83934600	7	11007	5335.2	5972	0
4_peak_14543_lociStitched	chr11	73171000	73180600	4	2804	5334.72	5973	0
8_peak_26828_lociStitched	chr12	116510600	116517800	8	7208	5333.04	5974	0
12_peak_141297_lociStitched	chr6	145793000	145810600	12	7012	5332.8	5975	0
9_peak_157653_lociStitched	chr8	122285200	122299400	9	5809	5330.68	5976	0
13_peak_166548_lociStitched	chr9	107448600	107466200	13	8013	5329.28	5977	0
8_peak_150200_lociStitched	chr8	13480600	13494200	8	10408	5328.48	5978	0
4_peak_97373_lociStitched	chr2	148800400	148807600	4	3804	5328	5979	0
5_peak_99562_lociStitched	chr2	170810200	170817400	5	3805	5327.28	5980	0
5_peak_125255_lociStitched	chr5	67308000	67323400	5	10005	5326.86	5981	0
7_peak_44715_lociStitched	chr15	59397000	59414200	7	6407	5326.84	5982	0
7_peak_100572_lociStitched	chr3	9712600	9731200	7	12407	5325.18	5983	0
10_peak_48939_lociStitched	chr15	103313200	103322800	10	4610	5324.16	5984	0
8_peak_5707_lociStitched	chr10	77607800	77614200	8	6408	5323.52	5985	0
6_peak_170684_lociStitched	chrX	159258800	159273400	6	10406	5323.16	5986	0
9_peak_56297_lociStitched	chr17	5974800	5984800	9	6409	5323	5987	0
7_peak_33218_lociStitched	chr13	104982000	104989400	7	5607	5322.08	5988	0
7_peak_89214_lociStitched	chr2	38083000	38101400	7	6407	5321.28	5989	0
11_peak_156311_lociStitched	chr8	111782000	111794000	11	5411	5320.8	5990	0
4_peak_24597_lociStitched	chr12	86866400	86873000	4	3204	5320.26	5991	0
7_peak_7034_lociStitched	chr10	90041800	90052600	7	4207	5320.08	5992	0
7_peak_136126_lociStitched	chr6	71796200	71804600	7	5807	5318.04	5993	0
4_peak_99546_lociStitched	chr2	170507800	170514800	4	2804	5317.2	5994	0
10_peak_43783_lociStitched	chr15	41968800	41978800	10	4810	5317	5995	0
1_peak_113345_lociStitched	chr4	75331400	75335800	1	4401	5316.08	5996	0
5_peak_993_lociStitched	chr10	12791200	12797800	5	2805	5315.64	5997	0
6_peak_85484_lociStitched	chr1	191313800	191319200	6	3006	5315.22	5998	0
6_peak_139448_lociStitched	chr6	118673600	118681600	6	3206	5315.2	5999	0
8_peak_149460_lociStitched	chr7	143054800	143064400	8	6808	5312.64	6000	0
6_peak_67045_lociStitched	chr18	62972600	62980800	6	4006	5311.14	6001	0
5_peak_65439_lociStitched	chr18	39272400	39283200	5	5005	5310.36	6002	0
7_peak_39001_lociStitched	chr14	73551800	73564600	7	8607	5309.44	6003	0
5_peak_105_lociStitched	chr10	4428200	4434000	5	3805	5308.74	6004	0
7_peak_77908_lociStitched	chr1	75184800	75194000	7	4807	5308.4	6005	0
10_peak_97591_lociStitched	chr2	152671000	152680200	10	7610	5308.4	6006	0
5_peak_158234_lociStitched	chr8	124675400	124681200	5	3405	5308.16	6007	0
8_peak_10976_lociStitched	chr11	20033400	20042000	8	4808	5305.34	6008	0
5_peak_30353_lociStitched	chr13	52817000	52822000	5	5005	5304.5	6009	0
8_peak_118320_lociStitched	chr4	136697000	136709400	8	8608	5301	6010	0
1_peak_113348_lociStitched	chr4	75393600	75397000	1	3401	5300.94	6011	0
4_peak_50104_lociStitched	chr16	11704000	11714400	4	5604	5300.88	6012	0
9_peak_106246_lociStitched	chr3	108982200	108994800	9	5409	5299.56	6013	0
8_peak_35406_lociStitched	chr14	24199000	24223600	8	12408	5298.84	6014	0
6_peak_162918_lociStitched	chr9	58871000	58879000	6	4206	5295.2	6015	0
10_peak_146652_lociStitched	chr7	102379600	102393000	10	4410	5293	6016	0
8_peak_129334_lociStitched	chr5	124329600	124340000	8	3608	5292.56	6017	0
5_peak_167992_lociStitched	chrX	7734000	7742400	5	4005	5292	6018	0
4_peak_164317_lociStitched	chr9	73080800	73085200	4	4404	5291	6019	0
3_peak_19839_lociStitched	chr12	3980400	3984200	3	2403	5290.74	6020	0
2_peak_76016_lociStitched	chr1	48915600	48920800	2	3802	5290.48	6021	0
4_peak_57406_lociStitched	chr17	25076200	25079200	4	3004	5288.4	6022	0
1_peak_113018_lociStitched	chr4	66617000	66620800	1	3801	5286.94	6023	0
3_peak_114030_lociStitched	chr4	85005800	85013400	3	4403	5285.04	6024	0
6_peak_41362_lociStitched	chr15	5144600	5159600	6	10406	5284.5	6025	0
7_peak_34091_lociStitched	chr13	113929600	113941200	7	5607	5282.64	6026	0
10_peak_131231_lociStitched	chr5	144200200	144207200	10	5810	5281.5	6027	0
12_peak_143189_lociStitched	chr7	48928200	48935800	12	7612	5281.24	6028	0
7_peak_126605_lociStitched	chr5	100422800	100430800	7	4607	5280.8	6029	0
10_peak_81342_lociStitched	chr1	134909000	134921600	10	7810	5280.66	6030	0
7_peak_133613_lociStitched	chr6	32990000	33006000	7	7807	5280	6031	0
9_peak_104015_lociStitched	chr3	82061400	82073800	9	8809	5279.92	6032	0
4_peak_136959_lociStitched	chr6	86693200	86697800	4	4604	5278.5	6033	0
5_peak_45008_lociStitched	chr15	66578800	66593600	5	13805	5277.68	6034	0
8_peak_59917_lociStitched	chr17	64129200	64140000	8	5408	5276.88	6035	0
4_peak_10423_lociStitched	chr11	6479000	6483400	4	4404	5276.48	6036	0
5_peak_137729_lociStitched	chr6	93910000	93914800	5	3605	5274.24	6037	0
10_peak_150867_lociStitched	chr8	26348400	26353600	10	4810	5273.32	6038	0
5_peak_169368_lociStitched	chrX	77427000	77435400	5	2805	5272.68	6039	0
4_peak_53823_lociStitched	chr16	59633200	59640800	4	6004	5272.12	6040	0
8_peak_60715_lociStitched	chr17	70790600	70802000	8	6208	5271.36	6041	0
10_peak_130765_lociStitched	chr5	139398200	139412200	10	7810	5271	6042	0
4_peak_104306_lociStitched	chr3	85648400	85656000	4	2804	5270.6	6043	0
4_peak_157662_lociStitched	chr8	122343000	122349200	4	2404	5270	6044	0
5_peak_7858_lociStitched	chr10	99105400	99116200	5	7405	5268.24	6045	0
7_peak_102948_lociStitched	chr3	59401000	59407200	7	4807	5266.9	6046	0
9_peak_882_lociStitched	chr10	11004600	11015400	9	7209	5261.76	6047	0
7_peak_72085_lociStitched	chr19	43516200	43523000	7	6007	5261.16	6048	0
7_peak_68325_lociStitched	chr18	75073400	75080600	7	5007	5261.04	6049	0
3_peak_82291_lociStitched	chr1	154658000	154676400	3	13003	5260.56	6050	0
5_peak_82027_lociStitched	chr1	152347000	152351600	5	4605	5260.1	6051	0
6_peak_155821_lociStitched	chr8	106970200	106979600	6	5406	5257.42	6052	0
6_peak_163748_lociStitched	chr9	66651200	66659200	6	3806	5256	6053	0
7_peak_26434_lociStitched	chr12	110968200	110977800	7	4207	5255.04	6054	0
15_peak_72109_lociStitched	chr19	43691000	43700000	15	9015	5251.5	6055	0
10_peak_50572_lociStitched	chr16	18206000	18216600	10	5010	5251.24	6056	0
6_peak_66237_lociStitched	chr18	53379000	53385000	6	4606	5250	6057	0
5_peak_82847_lociStitched	chr1	160258000	160264200	5	5005	5248.92	6058	0
4_peak_55165_lociStitched	chr16	91846800	91852400	4	3804	5248.88	6059	0
7_peak_63357_lociStitched	chr18	20053600	20059000	7	4807	5248.26	6060	0
5_peak_70441_lociStitched	chr19	18706800	18716600	5	5005	5247.9	6061	0
3_peak_92795_lociStitched	chr2	91282200	91286600	3	4403	5247.88	6062	0
6_peak_23081_lociStitched	chr12	76357200	76368400	6	4806	5247.2	6063	0
9_peak_36733_lociStitched	chr14	46830600	46837800	9	5409	5245.92	6064	0
10_peak_33512_lociStitched	chr13	109382800	109391200	10	6610	5245.8	6065	0
8_peak_104984_lociStitched	chr3	95286000	95294800	8	7408	5245.68	6066	0
5_peak_167153_lociStitched	chr9	113213400	113219600	5	4405	5244.58	6067	0
4_peak_100432_lociStitched	chr3	8577000	8581600	4	4604	5244.46	6068	0
4_peak_70773_lociStitched	chr19	22984200	22988800	4	3804	5244.46	6069	0
8_peak_109209_lociStitched	chr4	4778800	4792400	8	6408	5244.16	6070	0
2_peak_70716_lociStitched	chr19	22773800	22781800	2	3802	5243.2	6071	0
7_peak_160089_lociStitched	chr9	29471800	29483600	7	3807	5242.74	6072	0
5_peak_124397_lociStitched	chr5	45575800	45585400	5	5805	5242.56	6073	0
9_peak_121855_lociStitched	chr5	21973400	21982400	9	4009	5242.5	6074	0
6_peak_120914_lociStitched	chr5	3585400	3598600	6	5806	5241.72	6075	0
6_peak_26848_lociStitched	chr12	116548000	116557000	6	5206	5241.6	6076	0
8_peak_165398_lociStitched	chr9	95504600	95514600	8	6408	5240	6077	0
6_peak_123569_lociStitched	chr5	35117200	35121400	6	4206	5239.08	6078	0
1_peak_139903_lociStitched	chr6	120985000	120989000	1	4001	5238	6079	0
7_peak_117620_lociStitched	chr4	131483400	131490000	7	6407	5237.1	6080	0
10_peak_113619_lociStitched	chr4	81421600	81441400	10	7210	5237.1	6081	0
2_peak_120826_lociStitched	chr4	155550800	155556000	2	5202	5236.92	6082	0
5_peak_14242_lociStitched	chr11	69575200	69582800	5	2605	5235.64	6083	0
5_peak_160116_lociStitched	chr9	29594000	29598000	5	4005	5235.2	6084	0
2_peak_105951_lociStitched	chr3	107100800	107104200	2	2202	5234.98	6085	0
5_peak_133236_lociStitched	chr6	29590000	29607800	5	8805	5234.98	6086	0
7_peak_63527_lociStitched	chr18	22983400	22987800	7	3607	5234.68	6087	0
5_peak_92854_lociStitched	chr2	91701400	91712000	5	4805	5233.22	6088	0
5_peak_102517_lociStitched	chr3	53461000	53470000	5	6005	5230.8	6089	0
11_peak_12492_lociStitched	chr11	49683800	49697000	11	5611	5229.84	6090	0
4_peak_110901_lociStitched	chr4	34612200	34617000	4	3604	5229.12	6091	0
4_peak_151091_lociStitched	chr8	34144200	34148400	4	2804	5227.74	6092	0
10_peak_100893_lociStitched	chr3	19149600	19162200	10	9210	5227.74	6093	0
8_peak_54045_lociStitched	chr16	67088200	67100600	8	6608	5226.6	6094	0
5_peak_59064_lociStitched	chr17	46660800	46664800	5	2605	5225.2	6095	0
7_peak_83097_lociStitched	chr1	162725200	162739400	7	12607	5224.18	6096	0
8_peak_11405_lociStitched	chr11	31712800	31719000	8	3808	5224.12	6097	0
6_peak_117672_lociStitched	chr4	131936800	131942600	6	5206	5224.06	6098	0
11_peak_122937_lociStitched	chr5	29737400	29752200	11	8411	5219.96	6099	0
9_peak_47461_lociStitched	chr15	88693600	88704600	9	5809	5219.5	6100	0
5_peak_71956_lociStitched	chr19	41973800	41985400	5	4405	5217.68	6101	0
7_peak_61170_lociStitched	chr17	80921000	80927800	7	3007	5215.6	6102	0
7_peak_107105_lociStitched	chr3	126759600	126772200	7	5807	5215.14	6103	0
8_peak_132083_lociStitched	chr6	8708400	8719000	8	6608	5214.14	6104	0
4_peak_47564_lociStitched	chr15	89193200	89198200	4	1804	5214	6105	0
2_peak_134362_lociStitched	chr6	43401600	43406000	2	2802	5212.24	6106	0
7_peak_126331_lociStitched	chr5	92365400	92375400	7	4207	5212	6107	0
6_peak_93314_lociStitched	chr2	94044400	94050200	6	5806	5211.88	6108	0
4_peak_165913_lociStitched	chr9	102153400	102163200	4	7004	5211.64	6109	0
5_peak_33198_lociStitched	chr13	104815000	104823400	5	4205	5210.52	6110	0
5_peak_83891_lociStitched	chr1	172158800	172166000	5	5805	5209.92	6111	0
5_peak_6695_lociStitched	chr10	84527400	84536000	5	4605	5208.16	6112	0
7_peak_66829_lociStitched	chr18	61481600	61489600	7	2607	5206.4	6113	0
9_peak_6069_lociStitched	chr10	80311200	80321400	9	7009	5205.06	6114	0
3_peak_33839_lociStitched	chr13	111202600	111206400	3	3803	5204.48	6115	0
4_peak_54562_lociStitched	chr16	84966600	84975000	4	5004	5203.8	6116	0
3_peak_128842_lociStitched	chr5	121360800	121369000	3	4003	5202.9	6117	0
6_peak_128251_lociStitched	chr5	117102000	117107200	6	5206	5202.6	6118	0
9_peak_157095_lociStitched	chr8	119933600	119947000	9	9009	5199.2	6119	0
3_peak_164567_lociStitched	chr9	75493200	75496000	3	2803	5196.24	6120	0
3_peak_79429_lociStitched	chr1	93823600	93827000	3	1403	5193.5	6121	0
8_peak_35161_lociStitched	chr14	20528600	20544400	8	7808	5193.46	6122	0
5_peak_94014_lociStitched	chr2	104217800	104225400	5	5605	5193.08	6123	0
10_peak_17593_lociStitched	chr11	104392200	104401800	10	5810	5191.68	6124	0
6_peak_154681_lociStitched	chr8	88200800	88211600	6	10806	5190.48	6125	0
4_peak_146404_lociStitched	chr7	100550200	100556200	4	2604	5189.4	6126	0
7_peak_74415_lociStitched	chr1	24510000	24517800	7	3007	5189.34	6127	0
6_peak_74245_lociStitched	chr1	23056800	23064600	6	5206	5189.34	6128	0
7_peak_46867_lociStitched	chr15	84251000	84260800	7	5607	5189.1	6129	0
6_peak_38317_lociStitched	chr14	64297400	64301800	6	4006	5188.04	6130	0
4_peak_7710_lociStitched	chr10	97028800	97040600	4	3404	5186.1	6131	0
6_peak_45766_lociStitched	chr15	76688400	76695600	6	3606	5184.72	6132	0
2_peak_97854_lociStitched	chr2	153961200	153965000	2	3402	5182.82	6133	0
5_peak_117345_lociStitched	chr4	129272200	129276800	5	2005	5178.68	6134	0
5_peak_123769_lociStitched	chr5	36761600	36769600	5	3805	5178.4	6135	0
11_peak_159581_lociStitched	chr9	25511400	25522000	11	8811	5178.1	6136	0
6_peak_136837_lociStitched	chr6	85589400	85601600	6	6006	5175.24	6137	0
4_peak_162926_lociStitched	chr9	59033000	59038200	4	2804	5174	6138	0
15_peak_140801_lociStitched	chr6	137455600	137472600	15	9015	5173.1	6139	0
7_peak_34593_lociStitched	chr14	12070400	12087000	7	8007	5172.56	6140	0
9_peak_125536_lociStitched	chr5	72915800	72927400	9	9609	5171.28	6141	0
5_peak_75972_lociStitched	chr1	46842200	46852600	5	6005	5170.88	6142	0
8_peak_95188_lociStitched	chr2	121649400	121662200	8	5008	5168.64	6143	0
4_peak_9867_lociStitched	chr10	128643400	128647800	4	3004	5166.04	6144	0
8_peak_13777_lociStitched	chr11	62112200	62120800	8	5608	5165.16	6145	0
8_peak_90373_lociStitched	chr2	57274800	57290200	8	5208	5165.16	6146	0
5_peak_106981_lociStitched	chr3	124320000	124326000	5	3805	5163.6	6147	0
4_peak_6441_lociStitched	chr10	82696400	82702400	4	4404	5163	6148	0
8_peak_145996_lociStitched	chr7	97698000	97710000	8	6008	5162.4	6149	0
4_peak_81588_lociStitched	chr1	137949000	137956000	4	7004	5161.1	6150	0
3_peak_20372_lociStitched	chr12	16833800	16837800	3	4003	5160.8	6151	0
6_peak_47303_lociStitched	chr15	87382200	87388200	6	6006	5160	6152	0
8_peak_12879_lociStitched	chr11	54055800	54065400	8	6608	5159.04	6153	0
7_peak_129126_lociStitched	chr5	123145800	123151400	7	4807	5158.72	6154	0
3_peak_24695_lociStitched	chr12	87264200	87268800	3	1003	5157.98	6155	0
9_peak_141555_lociStitched	chr6	149465200	149481600	9	4809	5157.8	6156	0
6_peak_78735_lociStitched	chr1	87789400	87799200	6	3606	5157.74	6157	0
6_peak_7409_lociStitched	chr10	93768000	93777600	6	4206	5156.16	6158	0
2_peak_49924_lociStitched	chr16	10624800	10630200	2	4002	5155.92	6159	0
5_peak_126551_lociStitched	chr5	99714000	99718800	5	3605	5155.2	6160	0
