#EXC Enhancers
#Created from output/EXC_5KB_STITCHED_REGION_MAP.txt
#Ranked by EXC.H3K27ac.sorted.bam
#Using cutoff of 11792.88 for Super-Enhancers
#Created on Aug 19 2022 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	EXC.H3K27ac.sorted.bam	enhancerRank	isSuper
4_peak_9278_lociStitched	chr10	116362400	116372000	4	2604	2059.2	13420	0
8_peak_182743_lociStitched	chr8	107113600	107120000	8	4008	2058.88	13421	0
7_peak_56199_lociStitched	chr15	79575200	79578600	7	3407	2058.7	13422	0
2_peak_130388_lociStitched	chr4	48222800	48229600	2	4602	2058.36	13423	0
3_peak_54371_lociStitched	chr15	66220600	66225000	3	4403	2058.32	13424	0
5_peak_18936_lociStitched	chr11	93852400	93861400	5	3805	2058.3	13425	0
4_peak_73968_lociStitched	chr17	86905000	86914200	4	4604	2058.04	13426	0
5_peak_65271_lociStitched	chr16	67345200	67348600	5	3405	2058.02	13427	0
4_peak_12869_lociStitched	chr11	35770800	35780800	4	6404	2058	13428	0
3_peak_143974_lociStitched	chr5	52448600	52460400	3	4203	2057.92	13429	0
5_peak_31207_lociStitched	chr12	105352600	105359200	5	6605	2057.88	13430	0
3_peak_52984_lociStitched	chr15	44374400	44382600	3	3203	2057.38	13431	0
2_peak_21326_lociStitched	chr11	109713600	109721000	2	4002	2057.2	13432	0
3_peak_191288_lociStitched	chr9	62283400	62287600	3	4203	2057.16	13433	0
5_peak_169566_lociStitched	chr7	84446000	84452200	5	3005	2057.16	13434	0
2_peak_81012_lociStitched	chr18	77099800	77108400	2	3602	2057.12	13435	0
5_peak_69736_lociStitched	chr17	29228800	29236600	5	4405	2056.86	13436	0
2_peak_86869_lociStitched	chr1	10053800	10059600	2	4802	2056.68	13437	0
7_peak_68405_lociStitched	chr17	12866400	12873000	7	5807	2056.56	13438	0
4_peak_38510_lociStitched	chr13	75709200	75715800	4	4604	2056.56	13439	0
4_peak_188259_lociStitched	chr9	40550400	40560000	4	5404	2056.32	13440	0
3_peak_175403_lociStitched	chr8	9395000	9399600	3	4603	2056.2	13441	0
3_peak_42817_lociStitched	chr14	17802200	17807000	3	4803	2055.84	13442	0
3_peak_113532_lociStitched	chr2	145327200	145331000	3	3803	2055.8	13443	0
3_peak_34763_lociStitched	chr13	35989200	35996800	3	2803	2055.8	13444	0
7_peak_63550_lociStitched	chr16	35608000	35616200	7	7007	2055.74	13445	0
4_peak_120308_lociStitched	chr3	60614800	60621800	4	6804	2055.2	13446	0
3_peak_90063_lociStitched	chr1	54896000	54900200	3	4203	2055.06	13447	0
3_peak_62267_lociStitched	chr16	26545600	26553800	3	3603	2054.92	13448	0
4_peak_120143_lociStitched	chr3	58147800	58155000	4	3604	2054.88	13449	0
4_peak_43051_lociStitched	chr14	20385400	20392600	4	4204	2054.88	13450	0
1_peak_181148_lociStitched	chr8	86025200	86029600	1	4401	2054.8	13451	0
3_peak_107794_lociStitched	chr2	76466000	76471400	3	5403	2054.7	13452	0
2_peak_12606_lociStitched	chr11	32619200	32624600	2	2602	2054.7	13453	0
3_peak_53228_lociStitched	chr15	51833000	51836800	3	3803	2054.66	13454	0
4_peak_36705_lociStitched	chr13	52843800	52850400	4	4804	2054.58	13455	0
7_peak_123061_lociStitched	chr3	97902400	97911600	7	4407	2054.36	13456	0
6_peak_145549_lociStitched	chr5	77301400	77312800	6	3806	2054.28	13457	0
4_peak_108273_lociStitched	chr2	83738400	83745800	4	6804	2054.24	13458	0
5_peak_140961_lociStitched	chr5	21641000	21647600	5	1605	2053.92	13459	0
6_peak_100552_lociStitched	chr1	191609400	191613400	6	3806	2053.6	13460	0
2_peak_158077_lociStitched	chr6	81413000	81420600	2	3202	2053.52	13461	0
6_peak_56841_lociStitched	chr15	82376400	82382600	6	4406	2053.44	13462	0
3_peak_5959_lociStitched	chr10	79898800	79902200	3	3403	2053.26	13463	0
4_peak_127719_lociStitched	chr3	158497400	158502600	4	3604	2052.96	13464	0
2_peak_99256_lociStitched	chr1	176879200	176886000	2	4402	2052.92	13465	0
2_peak_86197_lociStitched	chr19	56768800	56777400	2	7402	2052.82	13466	0
3_peak_166134_lociStitched	chr7	35876600	35880400	3	3803	2052.76	13467	0
4_peak_119154_lociStitched	chr3	42227000	42234600	4	3604	2052.76	13468	0
5_peak_24098_lociStitched	chr12	13174200	13181800	5	3805	2052.76	13469	0
2_peak_76157_lociStitched	chr18	26289800	26295600	2	4202	2052.62	13470	0
2_peak_195129_lociStitched	chr9	107609400	107612400	2	3002	2052.6	13471	0
4_peak_155483_lociStitched	chr6	38131400	38136800	4	3404	2052.54	13472	0
3_peak_162595_lociStitched	chr6	120865000	120874600	3	2603	2052.48	13473	0
4_peak_18000_lociStitched	chr11	82521400	82528800	4	3604	2052.02	13474	0
4_peak_189059_lociStitched	chr9	45411400	45417800	4	2404	2051.84	13475	0
4_peak_6498_lociStitched	chr10	83128800	83135200	4	4804	2051.84	13476	0
4_peak_189955_lociStitched	chr9	51238000	51241600	4	3404	2051.28	13477	0
2_peak_37182_lociStitched	chr13	56003600	56011000	2	2402	2051.28	13478	0
5_peak_14511_lociStitched	chr11	54439800	54445000	5	4605	2050.88	13479	0
2_peak_182728_lociStitched	chr8	107002000	107008800	2	2402	2050.88	13480	0
2_peak_61933_lociStitched	chr16	21686800	21692400	2	5602	2050.72	13481	0
6_peak_114175_lociStitched	chr2	153348400	153356200	6	4606	2050.62	13482	0
3_peak_178901_lociStitched	chr8	57765800	57773600	3	2203	2050.62	13483	0
4_peak_149371_lociStitched	chr5	122510600	122517000	4	3204	2050.56	13484	0
3_peak_37921_lociStitched	chr13	62907200	62912200	3	5003	2050	13485	0
5_peak_179460_lociStitched	chr8	68526200	68534000	5	3605	2049.84	13486	0
5_peak_145541_lociStitched	chr5	76969000	76976800	5	3605	2049.84	13487	0
4_peak_102189_lociStitched	chr2	13080800	13091200	4	2604	2049.84	13488	0
3_peak_126980_lociStitched	chr3	152620400	152628400	3	4203	2049.6	13489	0
3_peak_36600_lociStitched	chr13	52153000	52156400	3	3403	2049.18	13490	0
2_peak_129733_lociStitched	chr4	42872400	42878600	2	2202	2049.1	13491	0
3_peak_16802_lociStitched	chr11	74990800	74993600	3	2803	2048.76	13492	0
3_peak_194744_lociStitched	chr9	105521000	105526200	3	5003	2048.28	13493	0
5_peak_36681_lociStitched	chr13	52561800	52571800	5	5605	2048	13494	0
3_peak_137329_lociStitched	chr4	136995400	137000000	3	4603	2047.92	13495	0
6_peak_99545_lociStitched	chr1	178928400	178934600	6	3006	2047.86	13496	0
4_peak_15621_lociStitched	chr11	62729600	62732800	4	2004	2047.68	13497	0
5_peak_105338_lociStitched	chr2	43987600	43991600	5	4005	2047.6	13498	0
2_peak_143737_lociStitched	chr5	49220000	49227400	2	2602	2047.58	13499	0
4_peak_193417_lociStitched	chr9	87197000	87202800	4	4004	2047.4	13500	0
3_peak_127167_lociStitched	chr3	153508800	153513600	3	4803	2047.2	13501	0
5_peak_112192_lociStitched	chr2	131912400	131917400	5	5005	2047	13502	0
3_peak_168129_lociStitched	chr7	66927400	66936600	3	4403	2047	13503	0
3_peak_82740_lociStitched	chr19	8850200	8853800	3	3603	2046.96	13504	0
3_peak_197239_lociStitched	chrX	7641800	7650600	3	6403	2046.88	13505	0
3_peak_109315_lociStitched	chr2	94428800	94437000	3	6803	2046.72	13506	0
4_peak_137721_lociStitched	chr4	138659200	138665400	4	3604	2046.62	13507	0
1_peak_48458_lociStitched	chr14	77293200	77299000	1	5801	2046.24	13508	0
2_peak_62179_lociStitched	chr16	24470400	24477600	2	2202	2046.24	13509	0
2_peak_58164_lociStitched	chr15	92973600	92981000	2	2802	2046.1	13510	0
4_peak_91790_lociStitched	chr1	78724400	78731000	4	4604	2046	13511	0
4_peak_196197_lociStitched	chr9	115170600	115180600	4	4204	2046	13512	0
4_peak_100558_lociStitched	chr1	191638600	191649600	4	5204	2046	13513	0
4_peak_114286_lociStitched	chr2	153959400	153965000	4	3804	2045.68	13514	0
4_peak_105735_lociStitched	chr2	50442000	50449400	4	4204	2045.36	13515	0
5_peak_44150_lociStitched	chr14	27753200	27758000	5	4805	2045.28	13516	0
4_peak_180642_lociStitched	chr8	83057800	83069000	4	5604	2045.12	13517	0
4_peak_148951_lociStitched	chr5	120579400	120588000	4	3004	2045.08	13518	0
3_peak_178683_lociStitched	chr8	48465200	48475200	3	2803	2045	13519	0
3_peak_157908_lociStitched	chr6	77291000	77294800	3	3803	2044.78	13520	0
5_peak_175937_lociStitched	chr8	13485800	13493600	5	4205	2044.38	13521	0
3_peak_184043_lociStitched	chr8	121589800	121594200	3	2803	2044.24	13522	0
3_peak_47094_lociStitched	chr14	64594400	64598400	3	4003	2043.6	13523	0
5_peak_2501_lociStitched	chr10	40067200	40075000	5	4805	2043.6	13524	0
2_peak_19177_lociStitched	chr11	95444200	95450400	2	5002	2043.52	13525	0
5_peak_163889_lociStitched	chr6	137360200	137368400	5	2405	2043.44	13526	0
4_peak_42705_lociStitched	chr14	16291800	16298400	4	3604	2043.36	13527	0
8_peak_111156_lociStitched	chr2	120960400	120969200	8	3608	2043.36	13528	0
4_peak_176988_lociStitched	chr8	23926400	23932200	4	2804	2043.34	13529	0
3_peak_76756_lociStitched	chr18	35085200	35090000	3	4803	2042.88	13530	0
4_peak_96944_lociStitched	chr1	155362400	155374200	4	4204	2042.58	13531	0
1_peak_183205_lociStitched	chr8	111766400	111770600	1	4201	2041.62	13532	0
4_peak_118470_lociStitched	chr3	30959800	30968600	4	3604	2041.6	13533	0
7_peak_125970_lociStitched	chr3	137479200	137483400	7	4207	2041.2	13534	0
5_peak_50318_lociStitched	chr14	121957400	121971200	5	6805	2041.02	13535	0
3_peak_76388_lociStitched	chr18	32249600	32254600	3	5003	2041	13536	0
1_peak_78513_lociStitched	chr18	49318600	49323400	1	4801	2040.48	13537	0
5_peak_98775_lociStitched	chr1	170878000	170886400	5	1805	2040.36	13538	0
3_peak_169045_lociStitched	chr7	80228600	80236000	3	2403	2040.18	13539	0
8_peak_153458_lociStitched	chr6	11926800	11939000	8	7408	2039.84	13540	0
2_peak_57668_lociStitched	chr15	87711200	87717600	2	6002	2039.68	13541	0
2_peak_195892_lociStitched	chr9	113077600	113082200	2	3002	2039.64	13542	0
2_peak_9457_lociStitched	chr10	118100200	118104200	2	1402	2039.6	13543	0
4_peak_112825_lociStitched	chr2	136914200	136922200	4	3404	2039.2	13544	0
6_peak_29085_lociStitched	chr12	83587800	83596400	6	6006	2039.06	13545	0
2_peak_72049_lociStitched	chr17	64502400	64512000	2	4602	2039.04	13546	0
4_peak_78827_lociStitched	chr18	55096000	55107800	4	3804	2039.04	13547	0
2_peak_28976_lociStitched	chr12	82956200	82964000	2	4002	2038.92	13548	0
2_peak_14224_lociStitched	chr11	52397600	52405400	2	7802	2038.92	13549	0
5_peak_83287_lociStitched	chr19	20787200	20798400	5	3205	2038.4	13550	0
5_peak_136687_lociStitched	chr4	132073000	132078200	5	3805	2037.88	13551	0
3_peak_127005_lociStitched	chr3	152753800	152761400	3	4203	2037.56	13552	0
4_peak_182769_lociStitched	chr8	107294600	107300400	4	5404	2037.54	13553	0
3_peak_136585_lociStitched	chr4	131303200	131306800	3	3603	2037.24	13554	0
3_peak_35605_lociStitched	chr13	44278600	44288200	3	4403	2037.12	13555	0
3_peak_126002_lociStitched	chr3	137751200	137753800	3	2603	2037.1	13556	0
4_peak_153871_lociStitched	chr6	21467800	21473400	4	3004	2036.72	13557	0
1_peak_111102_lociStitched	chr2	120413400	120417600	1	4201	2036.16	13558	0
6_peak_86170_lociStitched	chr19	56647200	56653800	6	4006	2036.1	13559	0
3_peak_125093_lociStitched	chr3	124073000	124076800	3	3803	2036.04	13560	0
6_peak_67382_lociStitched	chr17	4378400	4383600	6	3006	2035.8	13561	0
4_peak_78209_lociStitched	chr18	44557400	44563400	4	5404	2035.8	13562	0
3_peak_11710_lociStitched	chr11	23359000	23366800	3	2603	2035.8	13563	0
4_peak_102906_lociStitched	chr2	24844800	24851400	4	3004	2035.44	13564	0
6_peak_83778_lociStitched	chr19	24502800	24511600	6	3206	2035.44	13565	0
5_peak_87821_lociStitched	chr1	25267200	25272600	5	5405	2035.26	13566	0
3_peak_144599_lociStitched	chr5	65949600	65956000	3	2203	2035.2	13567	0
6_peak_27913_lociStitched	chr12	74141400	74145800	6	4406	2035	13568	0
6_peak_128745_lociStitched	chr4	21849400	21857000	6	4606	2034.52	13569	0
4_peak_118854_lociStitched	chr3	36375400	36382400	4	4004	2034.2	13570	0
7_peak_72164_lociStitched	chr17	65767600	65772000	7	4407	2034.12	13571	0
3_peak_69271_lociStitched	chr17	26892000	26895200	3	3203	2033.92	13572	0
4_peak_106713_lociStitched	chr2	65826000	65834200	4	3404	2033.6	13573	0
3_peak_136582_lociStitched	chr4	131270200	131273600	3	3403	2033.54	13574	0
4_peak_125991_lociStitched	chr3	137607800	137611400	4	2604	2033.28	13575	0
5_peak_68625_lociStitched	chr17	17616400	17623600	5	5605	2033.28	13576	0
1_peak_44219_lociStitched	chr14	27998000	28004800	1	6801	2033.2	13577	0
4_peak_35032_lociStitched	chr13	41204800	41213400	4	5004	2033.04	13578	0
3_peak_99188_lociStitched	chr1	175601600	175609200	3	4203	2033	13579	0
4_peak_117994_lociStitched	chr3	25480000	25486200	4	5404	2032.98	13580	0
2_peak_27915_lociStitched	chr12	74155400	74163400	2	3602	2032.8	13581	0
3_peak_44517_lociStitched	chr14	30146200	30151400	3	5203	2032.68	13582	0
5_peak_181578_lociStitched	chr8	91068800	91076000	5	3005	2032.56	13583	0
3_peak_3505_lociStitched	chr10	56164200	56168400	3	4203	2031.54	13584	0
4_peak_129285_lociStitched	chr4	33795600	33800000	4	3204	2031.48	13585	0
6_peak_164711_lociStitched	chr7	3393600	3401200	6	7206	2031.48	13586	0
4_peak_118186_lociStitched	chr3	27624400	27632200	4	4004	2031.12	13587	0
3_peak_160578_lociStitched	chr6	104757400	104765800	3	2603	2031.12	13588	0
5_peak_85430_lociStitched	chr19	46415200	46424000	5	5205	2031.04	13589	0
7_peak_27315_lociStitched	chr12	70144600	70149600	7	3807	2031	13590	0
2_peak_17927_lociStitched	chr11	81694400	81701000	2	4402	2030.82	13591	0
5_peak_45959_lociStitched	chr14	54472800	54480400	5	4405	2030.72	13592	0
3_peak_32296_lociStitched	chr12	116325200	116333800	3	2603	2030.46	13593	0
5_peak_36590_lociStitched	chr13	51954800	51973600	5	1805	2030.4	13594	0
3_peak_196114_lociStitched	chr9	114671600	114675400	3	1603	2029.96	13595	0
3_peak_116929_lociStitched	chr2	180202400	180206600	3	4203	2029.86	13596	0
4_peak_10121_lociStitched	chr10	127058200	127062600	4	2404	2029.72	13597	0
2_peak_144227_lociStitched	chr5	55884600	55893000	2	3602	2029.44	13598	0
3_peak_87752_lociStitched	chr1	24739200	24745400	3	3403	2029.26	13599	0
4_peak_47588_lociStitched	chr14	68933600	68937800	4	4004	2029.02	13600	0
4_peak_73260_lociStitched	chr17	80459000	80464000	4	3804	2029	13601	0
3_peak_111149_lociStitched	chr2	120920000	120930200	3	2203	2028.78	13602	0
3_peak_129920_lociStitched	chr4	44203200	44207000	3	3803	2028.44	13603	0
3_peak_772_lociStitched	chr10	12017800	12022200	3	4403	2028.4	13604	0
3_peak_24969_lociStitched	chr12	29047600	29054800	3	3403	2028.24	13605	0
6_peak_172855_lociStitched	chr7	122014800	122019600	6	3606	2028	13606	0
6_peak_56429_lociStitched	chr15	80497200	80506200	6	3006	2027.7	13607	0
4_peak_38765_lociStitched	chr13	81761800	81770600	4	2404	2027.52	13608	0
3_peak_65526_lociStitched	chr16	74869800	74874800	3	5003	2027.5	13609	0
2_peak_53955_lociStitched	chr15	62074200	62080200	2	4002	2027.4	13610	0
3_peak_34927_lociStitched	chr13	37309800	37314000	3	3403	2027.34	13611	0
3_peak_182901_lociStitched	chr8	109902800	109907800	3	5003	2027	13612	0
4_peak_43983_lociStitched	chr14	25831000	25838600	4	3004	2026.92	13613	0
4_peak_120963_lociStitched	chr3	75684600	75688600	4	3004	2026.8	13614	0
3_peak_186045_lociStitched	chr9	20943400	20951600	3	3403	2026.22	13615	0
4_peak_123224_lociStitched	chr3	101046600	101052600	4	5404	2026.2	13616	0
2_peak_195493_lociStitched	chr9	110099800	110105800	2	1802	2025.6	13617	0
1_peak_111890_lociStitched	chr2	129987200	129991000	1	3801	2025.02	13618	0
4_peak_126734_lociStitched	chr3	146912800	146918800	4	4004	2025	13619	0
5_peak_178070_lociStitched	chr8	39425800	39429200	5	3405	2024.7	13620	0
3_peak_182311_lociStitched	chr8	103912600	103919800	3	3003	2024.64	13621	0
5_peak_148017_lociStitched	chr5	113640200	113644400	5	4205	2024.4	13622	0
5_peak_120128_lociStitched	chr3	58088800	58094400	5	4605	2024.4	13623	0
2_peak_54418_lociStitched	chr15	66336200	66344600	2	4002	2024.4	13624	0
3_peak_198539_lociStitched	chrX	140541400	140547800	3	1203	2024.32	13625	0
2_peak_102055_lociStitched	chr2	8535600	8540000	2	2602	2024	13626	0
4_peak_132818_lociStitched	chr4	88305600	88315600	4	2004	2024	13627	0
4_peak_169384_lociStitched	chr7	83139200	83146800	4	3604	2023.88	13628	0
5_peak_9091_lociStitched	chr10	111757400	111767600	5	2405	2023.68	13629	0
6_peak_160185_lociStitched	chr6	99481400	99486600	6	3206	2023.32	13630	0
2_peak_87168_lociStitched	chr1	16129400	16136600	2	2602	2023.2	13631	0
3_peak_115390_lociStitched	chr2	162704800	162715600	3	4203	2022.84	13632	0
4_peak_198924_lociStitched	chrX	162438600	162449400	4	2804	2022.84	13633	0
2_peak_90119_lociStitched	chr1	55553200	55561600	2	4602	2022.72	13634	0
3_peak_198051_lociStitched	chrX	85076400	85086200	3	6003	2022.72	13635	0
3_peak_104077_lociStitched	chr2	31893200	31905000	3	4003	2022.52	13636	0
2_peak_146982_lociStitched	chr5	105711400	105719000	2	3802	2022.36	13637	0
7_peak_87273_lociStitched	chr1	17119600	17123800	7	4207	2022.3	13638	0
4_peak_130964_lociStitched	chr4	57256600	57261800	4	4004	2021.76	13639	0
4_peak_129874_lociStitched	chr4	43689600	43697200	4	3604	2021.6	13640	0
2_peak_111115_lociStitched	chr2	120586000	120591400	2	2402	2021.22	13641	0
5_peak_25866_lociStitched	chr12	37977600	37988600	5	4205	2020.7	13642	0
4_peak_178624_lociStitched	chr8	47851800	47860000	4	3004	2020.48	13643	0
5_peak_27652_lociStitched	chr12	71952600	71959200	5	3805	2020.26	13644	0
5_peak_185347_lociStitched	chr8	127802200	127810000	5	3205	2020.2	13645	0
4_peak_112902_lociStitched	chr2	138704200	138710400	4	3004	2019.96	13646	0
4_peak_61968_lociStitched	chr16	21933200	21937600	4	3404	2019.6	13647	0
8_peak_193857_lociStitched	chr9	96951400	96958000	8	5608	2019.6	13648	0
4_peak_58149_lociStitched	chr15	92577200	92584600	4	5004	2019.46	13649	0
6_peak_196106_lociStitched	chr9	114660000	114664800	6	3206	2019.36	13650	0
3_peak_89689_lociStitched	chr1	51845000	51853400	3	5603	2019.36	13651	0
3_peak_84455_lociStitched	chr19	36687800	36691800	3	4003	2019.2	13652	0
2_peak_174386_lociStitched	chr7	139025200	139030600	2	3202	2019.06	13653	0
2_peak_132318_lociStitched	chr4	83214200	83220000	2	4002	2018.98	13654	0
4_peak_31132_lociStitched	chr12	104399800	104407000	4	2004	2018.88	13655	0
7_peak_83469_lociStitched	chr19	22882000	22885800	7	3207	2018.56	13656	0
2_peak_71692_lociStitched	chr17	56551400	56558200	2	2402	2018.24	13657	0
4_peak_42247_lociStitched	chr14	11726000	11735400	4	1804	2018.18	13658	0
2_peak_131884_lociStitched	chr4	76152800	76160800	2	5002	2017.6	13659	0
4_peak_144583_lociStitched	chr5	65607200	65614400	4	2204	2017.44	13660	0
2_peak_7849_lociStitched	chr10	98006800	98014400	2	3002	2017.04	13661	0
5_peak_156536_lociStitched	chr6	51524800	51530200	5	5405	2016.9	13662	0
4_peak_6974_lociStitched	chr10	89341800	89350200	4	3804	2016.84	13663	0
3_peak_74216_lociStitched	chr17	88696600	88707600	3	1603	2016.3	13664	0
1_peak_75043_lociStitched	chr18	12186800	12191400	1	4601	2016.18	13665	0
1_peak_84053_lociStitched	chr19	29011200	29017000	1	5801	2016.08	13666	0
2_peak_29665_lociStitched	chr12	88402000	88408800	2	4002	2015.52	13667	0
3_peak_152953_lociStitched	chr5	149642600	149650400	3	3603	2015.52	13668	0
4_peak_190194_lociStitched	chr9	53601600	53607200	4	4204	2015.44	13669	0
2_peak_198633_lociStitched	chrX	150508400	150514400	2	4602	2015.4	13670	0
3_peak_45183_lociStitched	chr14	35495400	35503400	3	6403	2015.2	13671	0
8_peak_118127_lociStitched	chr3	26826400	26835000	8	4808	2014.98	13672	0
2_peak_71924_lociStitched	chr17	63359000	63368800	2	5402	2014.88	13673	0
4_peak_99035_lociStitched	chr1	174638600	174647800	4	2404	2014.8	13674	0
3_peak_142076_lociStitched	chr5	31670000	31680200	3	3803	2014.5	13675	0
4_peak_13209_lociStitched	chr11	37135400	37144800	4	5604	2014.42	13676	0
5_peak_39644_lociStitched	chr13	94392200	94399600	5	4205	2014.28	13677	0
3_peak_74560_lociStitched	chr18	3931600	3938400	3	6803	2014.16	13678	0
5_peak_63092_lociStitched	chr16	33666200	33673800	5	2605	2014	13679	0
2_peak_93415_lociStitched	chr1	95314800	95321000	2	6202	2013.76	13680	0
3_peak_130390_lociStitched	chr4	48236600	48245000	3	3003	2013.48	13681	0
4_peak_82480_lociStitched	chr19	6545800	6550400	4	4004	2013.42	13682	0
5_peak_53662_lociStitched	chr15	58520600	58532400	5	4205	2013.08	13683	0
3_peak_191839_lociStitched	chr9	65929400	65937400	3	3803	2012.8	13684	0
3_peak_36095_lociStitched	chr13	46596800	46601400	3	4603	2012.5	13685	0
3_peak_170584_lociStitched	chr7	97584600	97594800	3	5803	2012.46	13686	0
3_peak_50512_lociStitched	chr15	3977600	3981200	3	1603	2012.4	13687	0
3_peak_28495_lociStitched	chr12	80291000	80301200	3	4003	2011.44	13688	0
3_peak_40827_lociStitched	chr13	104693800	104697400	3	3603	2011.32	13689	0
1_peak_138247_lociStitched	chr4	141475600	141480000	1	4401	2010.8	13690	0
2_peak_16523_lociStitched	chr11	72301400	72308200	2	3002	2010.76	13691	0
4_peak_132915_lociStitched	chr4	93879000	93887200	4	3804	2010.64	13692	0
1_peak_102008_lociStitched	chr2	7732400	7735800	1	3401	2010.42	13693	0
5_peak_8024_lociStitched	chr10	99267800	99273200	5	2805	2010.42	13694	0
7_peak_110553_lociStitched	chr2	114166600	114174200	7	3607	2010.2	13695	0
3_peak_118852_lociStitched	chr3	36349000	36356400	3	3403	2009.84	13696	0
2_peak_5062_lociStitched	chr10	71051800	71060000	2	4202	2009.82	13697	0
3_peak_42194_lociStitched	chr14	11556200	11562000	3	2003	2009.7	13698	0
4_peak_56956_lociStitched	chr15	83055400	83058600	4	1804	2009.6	13699	0
6_peak_13863_lociStitched	chr11	49705000	49711200	6	6206	2009.42	13700	0
2_peak_113768_lociStitched	chr2	148872000	148874400	2	2402	2009.28	13701	0
5_peak_124561_lociStitched	chr3	117292800	117296800	5	4005	2008.8	13702	0
7_peak_187172_lociStitched	chr9	29388200	29393000	7	4807	2008.8	13703	0
2_peak_141978_lociStitched	chr5	30790600	30798600	2	3402	2008.8	13704	0
5_peak_88727_lociStitched	chr1	37638600	37644400	5	2005	2008.54	13705	0
4_peak_142718_lociStitched	chr5	36069000	36076800	4	3404	2008.5	13706	0
4_peak_102105_lociStitched	chr2	11423800	11430800	4	4404	2008.3	13707	0
3_peak_2633_lociStitched	chr10	40773800	40776400	3	2603	2008.24	13708	0
4_peak_54676_lociStitched	chr15	68735000	68740200	4	4004	2008.24	13709	0
2_peak_147724_lociStitched	chr5	112622400	112630600	2	3402	2008.18	13710	0
6_peak_143986_lociStitched	chr5	52528400	52536400	6	4006	2008	13711	0
3_peak_164392_lociStitched	chr6	146155200	146160400	3	5203	2007.72	13712	0
6_peak_156988_lociStitched	chr6	55433600	55438400	6	3606	2007.36	13713	0
2_peak_140423_lociStitched	chr5	14319600	14328200	2	3602	2007.24	13714	0
2_peak_100503_lociStitched	chr1	191348000	191353800	2	3802	2006.8	13715	0
5_peak_138928_lociStitched	chr4	149976800	149980400	5	3605	2006.64	13716	0
4_peak_39501_lociStitched	chr13	93352200	93361200	4	4804	2006.1	13717	0
4_peak_118621_lociStitched	chr3	32530600	32543200	4	4804	2005.92	13718	0
3_peak_98140_lociStitched	chr1	165960600	165968800	3	4403	2005.72	13719	0
4_peak_73264_lociStitched	chr17	80471400	80479000	4	4004	2005.64	13720	0
5_peak_49687_lociStitched	chr14	117804600	117815200	5	4805	2005.52	13721	0
2_peak_12848_lociStitched	chr11	35647800	35654400	2	2402	2005.08	13722	0
3_peak_159093_lociStitched	chr6	89416200	89426000	3	4003	2005.08	13723	0
4_peak_49780_lociStitched	chr14	119088800	119098800	4	2804	2005	13724	0
3_peak_150591_lociStitched	chr5	130290600	130295000	3	4403	2004.64	13725	0
4_peak_116047_lociStitched	chr2	166806400	166811600	4	5204	2004.6	13726	0
1_peak_89529_lociStitched	chr1	47260400	47264800	1	4401	2004.2	13727	0
3_peak_75586_lociStitched	chr18	22385800	22396800	3	5403	2004.2	13728	0
4_peak_169621_lociStitched	chr7	87787600	87794600	4	2204	2004.1	13729	0
4_peak_58882_lociStitched	chr15	99339400	99345200	4	2804	2003.9	13730	0
3_peak_51059_lociStitched	chr15	18822400	18826000	3	2603	2003.4	13731	0
2_peak_138605_lociStitched	chr4	147995400	148003000	2	3202	2003.36	13732	0
3_peak_27388_lociStitched	chr12	70348200	70351600	3	3403	2003.28	13733	0
3_peak_30691_lociStitched	chr12	100717200	100724600	3	4403	2003.18	13734	0
5_peak_9778_lociStitched	chr10	122028200	122039200	5	3405	2003.1	13735	0
3_peak_24091_lociStitched	chr12	13157800	13161400	3	3603	2003.04	13736	0
5_peak_90402_lociStitched	chr1	59658400	59668800	5	4605	2003.04	13737	0
3_peak_74588_lociStitched	chr18	4549800	4553600	3	3803	2002.98	13738	0
4_peak_105174_lociStitched	chr2	38644000	38648400	4	4404	2002.44	13739	0
5_peak_42735_lociStitched	chr14	16476800	16485000	5	4805	2002.44	13740	0
4_peak_117570_lociStitched	chr3	13649400	13655400	4	5004	2002.2	13741	0
5_peak_108023_lociStitched	chr2	77858800	77864800	5	3205	2002.2	13742	0
5_peak_52337_lociStitched	chr15	37060800	37066600	5	4605	2002.16	13743	0
3_peak_170725_lociStitched	chr7	98904000	98913800	3	3403	2002.14	13744	0
5_peak_29224_lociStitched	chr12	84903000	84913000	5	3805	2002	13745	0
3_peak_187388_lociStitched	chr9	30519400	30522400	3	3003	2001.6	13746	0
4_peak_162007_lociStitched	chr6	116377400	116386400	4	5804	2001.6	13747	0
3_peak_142003_lociStitched	chr5	30922600	30931600	3	4003	2001.6	13748	0
2_peak_82892_lociStitched	chr19	10523800	10528200	2	1802	2001.56	13749	0
5_peak_112396_lociStitched	chr2	134607000	134613200	5	4005	2001.36	13750	0
3_peak_24689_lociStitched	chr12	26109600	26116600	3	4003	2001.3	13751	0
5_peak_152155_lociStitched	chr5	143404800	143412800	5	3805	2000.8	13752	0
3_peak_192818_lociStitched	chr9	75462400	75466800	3	4403	2000.68	13753	0
3_peak_190694_lociStitched	chr9	57695400	57699800	3	2603	2000.68	13754	0
3_peak_166283_lociStitched	chr7	41631600	41635600	3	1403	2000.4	13755	0
3_peak_41715_lociStitched	chr13	113795600	113802800	3	4003	2000.16	13756	0
5_peak_89800_lociStitched	chr1	52520200	52526400	5	3405	2000.12	13757	0
